UNIDADE,FONTE,CONDIÇÃO IDENTIFICADA,AÇÃO INDICADA,SETOR RESPONSÁVEL,SITUAÇÃO,ORÇAMENTO,APROVADO?,REALIZADO?,OBSERVAÇÕES
QI FREGUESIA,MANUTENÇÃO,Reparo e tratamento nos portões de entrada da unidade,116319,COMPRAS,Resolvido,"R$ 9.000,00",SIM,SIM,
UNIÃO,ARQUITETURA,"BANCO ESFERA DA MOBLO(VERMELHAS) SEM ILUMINAÇÃO	5
BANCO ESFERA DA MOBLO(CINZAS) SEM ILUMINAÇÃO	5
MESA DE PING PONG	1
MESA DE TOTÓ	1",116422,COMPRAS,Resolvido,"R$ 6.382,00",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Compra e instalação de aparelho de ar condicionado,112470,COMPRAS,Resolvido,"R$ 3.692,00",SIM,SIM,
SAP,MANUTENÇÃO,Revitalizacao de estrutura de ferro com corrosão,86260,COMPRAS,Resolvido,"R$ 118.000,00",SIM,SIM,
SARAH DAWSEY TIJUCA,ARQUITETURA,Compra e instalação de cortina para palco,116731,COMPRAS,Resolvido,"R$ 2.500,00",SIM,SIM,
GLOBAL TREE RIO 2,MANUTENÇÃO,"1 split de 22000 BTU - 220v , DE PREFERÊNCIA QUE SEJA GÁS 410 SE TIVER - Para secretaria",116736,COMPRAS,Cancelado,,,,
APOGEU ZONA NORTE,MANUTENÇÃO,"Instalação de aparelho de ar condicionado de 22 mil BTUs (salas 101, 102 e 103)	03
Instalação de aparelho de ar condicionado de 30 mil BTUs (salas 104)	01
Instalação de aparelho de ar condicionado de 12 mil BTUs (sala de atendimento)	01
Instalação de aparelho de ar condicionado de 18 mil BTUs (sala dos professores)dimento)	01",116813,COMPRAS,Resolvido,"R$ 2.400,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,LOCAL CANTINA AR DO BUFFET - PRÉDIO A (NUNCA FUNCIONOU) ,117231,COMPRAS,Cancelado,,,,
QI RIO 2,MANUTENÇÃO,"Retirada, confecção e instalação de divisórias de mármore nos banheiros da unidade",115130,COMPRAS,Resolvido,"R$ 66.407,85",SIM,SIM,
GLOBAL TREE ABM,UNIDADE,"BRINQUEDO KIT COMPLETO CESTA DE BASQUETE INFANTIL	1 UNIDADES
GANGORRA MINHOQUINHA INFANTIL CANGURI NHOCA VERMELHA	3 UNIDADES
JOGO DE ARREMESSO DE ANEL DE MADEIRA BRINQUEDOS EXTERNOS	2 UNIDADES
XPLAST GANGORRA JACARÉ	2 UNIDADES
TRICICLO INFANTIL	6 UNIDADES
PLAYGROUND INTERNO BARCO	1 UNIDADES",116008,COMPRAS,Resolvido,"R$ 10.378,95",SIM,SIM,
QI FREGUESIA,UNIDADE,"Lixeira c/ pedal 50L	10
Lixeira c/ Pedal 15L	10
Lixeira c/ pedal 100L	2",117663,COMPRAS,Resolvido,"R$ 2.124,80",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,MANUTENÇÃO,Cotratação de mão de obra de pintura,98914,COMPRAS,Resolvido,"R$ 10.240,00",SIM,SIM,
QI RIO 2,UNIDADE,Placa de sinalização,104147,COMPRAS,Resolvido,"R$ 19.750,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,CMEF,Ambientação de unidade,118171,COMPRAS,Resolvido,"R$ 13.500,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,cerca elétrica para muro,117808,COMPRAS,Resolvido,"R$ 2.330,00",SIM,SIM,
MATRIZ ROCHA MIRANDA,MANUTENÇÃO,"Quadro De Feltro Moldura De Madeira Luxo 100 X 70 Souza 3202	1
kit com 6 Tatames Eva Premium 100x100x2cm 1x1 20mm	1
Espelho	1
Escrivaninha Mesa Escritório de Canto com 1 Gaveta	1
Painel Lousa Criativa Infantil + bobina De Papel Para Colorir Bege	1
Armário Escritório Multiuso Livreiro 3 Prateleiras Faroe - Branco	1
Kit 5 Cadeiras Iso Reforçada Escolas Consultórios Aço Cor Azul	1
Mesa redonda escritório	1
Armário braco MDF aberto com prateleiras	1",119118,COMPRAS,Resolvido,"R$ 3.167,67",SIM,SIM,
MATRIZ RETIRO,UNIDADE,"Quadro De Feltro Moldura De Madeira Luxo 100 X 70 Souza 3202	1
kit com 6 Tatames Eva Premium 100x100x2cm 1x1 20mm	1
Espelho	1
Escrivaninha Mesa Escritório de Canto com 1 Gaveta	1
Painel Lousa Criativa Infantil + bobina De Papel Para Colorir Bege	1
Armário Escritório Multiuso Livreiro 3 Prateleiras Faroe - Branco	1
Kit 5 Cadeiras Iso Reforçada Escolas Consultórios Aço Cor Azul	1
Mesa redonda escritório	1
Armário braco MDF aberto com prateleiras	1",119116,COMPRAS,Resolvido,"R$ 3.167,67",SIM,SIM,
LEO BETA,ARQUITETURA,"CARRINHO DE PASSEIO INFANTIL	6 UNIDADES
CLIMATIZADOR JOAPES	4 UNIDADES
CONJUNTO DE CLASSES E CADEIRAS PARA ALUNOS NA COR CINZA, CONFORME MODELO ATUAL	30 UNIDADES
ARMÁRIO DE MADEIRA DUAS PORTAS, COM CHAVE NA COR BRANCA	14 UNIDADES
BALCÃO INDIVIDUAL/ SANTORI MÓVEIS PLANEJADOS	1 UNIDADE
JOGO DE MESA DOBRÁVEL 70X70 C/4 CADEIRAS MATERIAL MADEIRA	6 UNIDADES
BANCOS ESFERA LARANJA - MOBLO	12
BANCOS ESFERA CINZA - MOBLO	12
BANCO ILHA LARANJA - MOBLO	1
BANCO ILHA CINZA- MOBLO	1",119473,COMPRAS,Resolvido,"R$ 64.041,72",SIM,SIM,
MATRIZ BANGU,UNIDADE,"Quadro De Feltro Moldura De Madeira Luxo 100 X 70 Souza 3202	1
kit com 6 Tatames Eva Premium 100x100x2cm 1x1 20mm	1
Espelho	1
Escrivaninha Mesa Escritório de Canto com 1 Gaveta	1
Painel Lousa Criativa Infantil + bobina De Papel Para Colorir Bege	1
Armário Escritório Multiuso Livreiro 3 Prateleiras Faroe - Branco	1
Kit 5 Cadeiras Iso Reforçada Escolas Consultórios Aço Cor Azul	1
Mesa redonda escritório	1
Armário braco MDF aberto com prateleiras	1",119113,COMPRAS,Resolvido,"R$ 3.167,67",SIM,SIM,
QI RIO 2,MANUTENÇÃO,Concretagem da área externa - Onde era o jardim,120369,COMPRAS,Resolvido,"R$ 14.503,05",SIM,SIM,
QI RIO 2,ARQUITETURA,Prolongamento de alambrado existente na quadra de beach tennis,120423,COMPRAS,Resolvido,"R$ 17.310,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,banco refeitório 200 (l) x 30(p) t2 laranja - Linea Rica	2,119710,COMPRAS,Resolvido,"R$ 1.984,00",SIM,SIM,
QI METROPOLITANO,TI,"Notebook	4
Projetor	3
Cabo P10xP2	5
Adaptador tipo C	5
Caixa de som	1
Mouse	4",120473,COMPRAS,Resolvido,"R$ 26.987,73",SIM,SIM,
GLOBAL TREE PENÍNSULA,MANUTENÇÃO,"Solicito a troca do chão da sala do berçário 1. A espuma está gasta e as emendas estão descolando, de forma que machuca os bebês ao transitarem",120492,COMPRAS,Resolvido,"R$ 7.900,00",SIM,SIM,
MATRIZ BANGU,TI,Notebook	2,120459,COMPRAS,Resolvido,"R$ 9.156,10",SIM,SIM,
MATRIZ NOVA IGUAÇU,TI,"Notebook	1
Caixa de som	1",120463,COMPRAS,Resolvido,"R$ 3.633,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,"PAINEL LÃ DE ROCHA 32 KG 1200X600X51MM - 4,32 M2	13
MONTANTE DRYWALL M70 - 3M NORMATIZADO	50
GUIA DRYWALL G70 - 3.00	12
PREGO ACO 15x15	2
MASSA DRYWALL 25KG	2
FITA PARA JUNTA DRYWALL PAPEL 150M	1
PLACA ST 13 1.80M PLACO FDS	55
FINCAPINO PENTE AMARELO	1
PARAFUSO DRYWALL 25 PA - PATTA CX/100	2
CANTONEIRA REMOVÍVEL BRANCA - 3.00 m	11",121280,COMPRAS,Resolvido,"R$ 4.166,72",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Quadro de lousa branco	1 quadro (medição da parede: 395),121428,COMPRAS,Resolvido,"R$ 1.747,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Projetor EPSON com suporte,121442,COMPRAS,Cancelado,,,,
GLOBAL TREE PENÍNSULA,UNIDADE,compra do armário para a área dos colaboradores. ,120955,COMPRAS,Cancelado,,,,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,"Remoção e instalação de forro removível - metragem	32
Confecção de parede com lã de rocha - metragem	53",121615,COMPRAS,Resolvido,"R$ 3.000,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,MANUTENÇÃO,CANTONEIRA EVA AMARELA 100CM X 10CM X 15MM #121602	60 pçs,121783,COMPRAS,Cancelado,,,,
QI TIJUCA,TI,Notebook	1,120475,COMPRAS,Resolvido,"R$ 4.578,05",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,piso modular da empresa Sport It,119871,COMPRAS,Resolvido,"R$ 1.515,00",SIM,SIM,
CUBO ASSUNÇÃO,ARQUITETURA,"Almofada de assento retangular em tecido Acqua Block roxo - 75x65x15cm (LxCxH) (CAPA + ENCHIMENTO)	12
Almofada padrão retangular em tecido Acqua Block roxo - 50x65 (LxC) (CAPA + ENCHIMENTO)	8",122442,COMPRAS,Resolvido,"R$ 5.790,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Aumento de cobertura metálica,122506,COMPRAS,Resolvido,"R$ 8.500,00",SIM,SIM,
SARAH DAWSEY TIJUCA,ARQUITETURA,COMPRA E INSTALAÇÃO DE CORTINAS BLACK OUT PARA AUDITÓRIO,122716,COMPRAS,Resolvido,"R$ 11.740,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Compra de 1 persiana,122679,COMPRAS,Cancelado,,,,
GLOBAL TREE PENÍNSULA,UNIDADE,"Trocador com abas Luxo em espuma revestido em couro ecológico Medidas 0,80x0,50x0,15	6",122946,COMPRAS,Resolvido,"R$ 1.412,14",SIM,SIM,
SARAH DAWSEY TIJUCA,ARQUITETURA,COMPRA E INSTALAÇÃO DE INSULFILM,123038,COMPRAS,Resolvido,"R$ 13.270,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,Jateamento de Janela - Auditório,121913,COMPRAS,Resolvido,"R$ 3.600,80",SIM,SIM,
MATRIZ MADUREIRA,ARQUITETURA,desmontagem de bancada no cubo botafogo e remontagem no matriz madureira,122135,COMPRAS,Resolvido,"R$ 1.000,00",SIM,SIM,
MATRIZ CAXIAS,UNIDADE,"Mesa de totó	1
Cadeira de Escritório	5
Gaveteiros	3",125230,COMPRAS,Resolvido,"R$ 5.015,46",SIM,SIM,
QI BOTAFOGO,COMPRAS,desmontagem e montagem de brinquedo,123366,COMPRAS,Resolvido,"R$ 3.700,00",SIM,SIM,
QI BOTAFOGO,COMPRAS,"pintura de parede, alisar para entrega do imóvel",123363,COMPRAS,Em Andamento,"R$ 65.000,00",SIM,SIM,
MATRIZ CAMPO GRANDE,MANUTENÇÃO,substituição de 42 metros de calhas galvanizada e tratamento na descida das águas.,123296,COMPRAS,Resolvido,"R$ 18.000,00",SIM,SIM,
EXPANSÃO MATRIZ BANGU,ARQUITETURA,Instalação de insulfilme nas janelas do térreo,123390,COMPRAS,Resolvido,"R$ 1.705,00",SIM,SIM,
QI VALQUEIRE,ARQUITETURA,instalação de insulfilme nas janelas do qi valqueire,123396,COMPRAS,Resolvido,"R$ 6.670,00",SIM,SIM,
RAIZ SEDE,MANUTENÇÃO,Bebedouro Industrial 50 Litros Inox 2 torneira gelada - 110 v,123283,COMPRAS,Resolvido,"R$ 2.374,00",SIM,SIM,
SÁ PEREIRA MATRIZ,ARQUITETURA,INTALAÇÃO DE BANCADAS DE MADEIRA PINUS,123235,COMPRAS,Resolvido,"R$ 7.800,00",SIM,SIM,
QI RIO 2,MANUTENÇÃO,Reparo e se necessário troca de telhas,122871,COMPRAS,Resolvido,"R$ 65.000,00",SIM,SIM,
CUBO ASSUNÇÃO,ARQUITETURA,Compra e Instalação de persianas,123498,COMPRAS,Resolvido,"R$ 11.900,00",SIM,SIM,
INTEGRA,TI,"Nobreak 600VA (Marcas: SMS, TSShara, APC)	2
ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD	1
Placa De Rede Intel E1g42et Dual Port Gigabit 82575eb Pcie	1
HP 256R-G9, Processador Intel Core i5, Windows 11, 16GB de Memória, 256GB SSD	9
Painel de Patch Keystone Descarregado de 24 Portas Unifi	6
Switch Standard 24 PoE Unifi	2
Switch Standard 48 PoE	2
Antena Wi-fi U7-Lite	25
Antena Wi-fi Outdoor U7-Outdoor	3
Rolo de Velcro Grande	1
Mouse sem fio Logitech M170	16
Patchcord Cabos Patchcord Cat5E 100% cobre azul 20 centímetros azul	150
Fita para rotulador Brother, 12mm x 8m, Branca, Escrita preta, M231	3
Kit teclado e mouse sem fio logitech MK220	5
Kit Conversor de mídia Unifi Módulo Óptico Monomodo Bidirecional 1G	2
Extensor Keystone HDMI Rabicho 0,15 Centímetros	17
Cabo HDMI x Usb-c 1,5m 4k 2.0 UltraHD	19",123462,COMPRAS,Resolvido,"R$ 88.746,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,Câmeras	4,123916,COMPRAS,Cancelado,,,,
APOGEU FERREIRA GUIMARÃES,UNIDADE,persiana para sala mundo,123731,COMPRAS,Cancelado,,,,
APOGEU ZONA NORTE,UNIDADE,Instalação de câmeras nas salas e pontos estratégicos da ZN.,123683,COMPRAS,Cancelado,,,,
APOGEU SANTO ANTÔNIO 2,UNIDADE,Instalação de câmeras nas salas da SA2,123682,COMPRAS,Cancelado,,,,
APOGEU SANTO ANTÔNIO 1,UNIDADE,Instalação de câmeras nas salas de aula da SA1,123681,COMPRAS,Cancelado,,,,
RAIZ SEDE,TI,Desktop Dell Slim I7,124047,COMPRAS,Resolvido,"R$ 7.899,00",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,UNIDADE,Balcão novo para recepção,124116,COMPRAS,Cancelado,,,,
LEO BETA,ARQUITETURA,"Jogo de Mesa 70x70 C/4 Cadeiras com Furo para Ombrelone Imbuia - Móveis Britz	5
Ombrelone Com Manivela Alumínio 2,4m Azul - mor	5
Base Octagonal Concreto 30 Kg - mor	5",124487,COMPRAS,Resolvido,"R$ 6.415,14",SIM,SIM,
SÁ PEREIRA MATRIZ,ARQUITETURA,CONSTRUÇÃO DE RAMPA E INSTALAÇÃO DE CORRIMÃO ACESSÍVEL,123466,COMPRAS,Resolvido,"R$ 13.450,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,MANUTENÇÃO,CANTONEIRA EVA CINZA 100CM X 10CM X 15MM #121602	30 pçs,123472,COMPRAS,Resolvido,"R$ 1.137,60",SIM,SIM,
QI VALQUEIRE,MANUTENÇÃO,"CANTONEIRA EVA VERMELHA 100X10X15 # 121596	30 PÇS
CANTONEIRA EVA ROXA 100X10X15 # 121596	30 PÇS",123502,COMPRAS,Resolvido,"R$ 2.275,20",SIM,SIM,
MATRIZ TAQUARA,UNIDADE,Carteiras para sala de aula	100,124620,COMPRAS,Resolvido,"R$ 44.500,00",SIM,SIM,
MATRIZ BANGU,UNIDADE,Carteiras para sala de aula	250,124139,COMPRAS,Resolvido,"R$ 111.250,00",SIM,SIM,
MATRIZ CAMPO GRANDE,UNIDADE,Carteiras para sala de aula	110,124140,COMPRAS,Resolvido,"R$ 48.950,00",SIM,SIM,
MATRIZ CAMPO GRANDE,UNIDADE,Bebedouro Industrial - 200L - 4 torneiras 220v,124155,COMPRAS,Resolvido,"R$ 3.358,56",SIM,SIM,
CUBO/GLOBAL TREE GOLF,MANUTENÇÃO,CANTONEIRA EVA AMARELA 100 CM X 10 CM X 15MM	60 PÇS - GLOBAL TREE GOLF,123497,COMPRAS,Resolvido,"R$ 2.275,20",SIM,SIM,
MATRIZ RETIRO,UNIDADE,CADEIRA PARA ESCRITÓRIO GIRATÓRIA EXECUTIVA PLUS COM BRAÇOS	4,125107,COMPRAS,Resolvido,"R$ 1.596,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,Carteiras para sala de aula	100,124138,COMPRAS,Resolvido,"R$ 44.500,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,Cadeira Empilhável Iso Linha Polipropileno Iso Verde	20,125111,COMPRAS,Resolvido,"R$ 2.600,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,mesa escrivaninha com 2 gavetas marron claro	4,125101,COMPRAS,Resolvido,"R$ 2.720,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,2 quadros de mural (para a nova sala da 3ªsérie e outro para a coordenação,123230,COMPRAS,Resolvido,"R$ 754,00",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,UNIDADE,Dividir a sala 304 em 2 salas,"123689 - ticket cancelado, serviço feito por fora",COMPRAS,Resolvido,"R$ 7.059,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,"QUADRO BRANCO GRANDE SALA DE AULA 3,40x1,20	6",124881,COMPRAS,Resolvido,"R$ 14.076,00",SIM,SIM,
MATRIZ SÃO JOÃO DE MERITI,UNIDADE,Instalação de 2 refletores LED de alta potência,125981,MANUTENÇÃO,Cancelado,,,,
INTEGRA,UNIDADE,Instalação de Persiana e Insufilm,125420,COMPRAS,Resolvido,"R$ 10.069,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,3 ARMARIO 2 PORTAS E PRATELEIRAS,124914,COMPRAS,Resolvido,"R$ 2.236,12",SIM,SIM,
MATRIZ RETIRO,UNIDADE,8 MESA DE PROFESSOR,124911,COMPRAS,Resolvido,"R$ 3.040,00",SIM,SIM,
INTEGRA,UNIDADE,3 Webcam logitech C270,126783,COMPRAS,Resolvido,"R$ 515,40",SIM,SIM,
INTEGRA,UNIDADE,"Piso Linóleo 9 x 5,20 m - Piso para sala de psicomotricidade  ",126757,COMPRAS,Resolvido,"R$ 2.694,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,"Bucket infantil na cor Branca, cabeça mediana com logo marca da Global Tree e Cubo Global School        500",126476,COMPRAS,Resolvido,"R$ 9.900,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,CMEF,"Bucket infantil na cor Branca, cabeça mediana com logo marca da Global Tree e Cubo Global School        501",126468,COMPRAS,Resolvido,"R$ 9.900,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,ARQUIVO ESCOLAR DE PASTA	2,126451,COMPRAS,Resolvido,"R$ 1.798,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,Armário de alvenaria,124743,COMPRAS,Resolvido,"R$ 14.900,00",SIM,SIM,
QI BOTAFOGO,MANUTENÇÃO,"TINTA PAPEL MACHE TOQUE DE LUZ SEMI BRILHO ACRILICO 16L	10 UNIDADES
LIXA DE MADEIRA 100	15 UNIDADES
LIXA DE MADEIRA 120	15 UNIDADES
TINTA BRANCO NEVE FOSCO 20L - CORAL	2 UNIDADES
PANO DE CHÃO	15 UNIDADES
PACOTE DE GESSO 1KG	10 UNIDADES
MASSA ACRILICA 25KG - IQUINE	2 BALDES",127217,COMPRAS,Resolvido,"R$ 7.364,80",SIM,SIM,
AMERICANO,MANUTENÇÃO,"Solicito serviço de serralheria para retirada da armação metálica em torno de 100 unidades de cadeiras, do braço de apoio de cadeira escolar/universitária",125542,COMPRAS,Cancelado,,,,
SAP,UNIDADE,"Acordeon 8 baixos -	1 und
Coquinho Plástico Conguê De Coco Quirino Cc10 (1 Par) - 	15 pares
Clave Eucalipto Par Liverpool Madeira Musical Madeira - 	10 pares
Duplo Gope Profissional Preto Com Baqueta Percussão Preto- 	5 und
Cachimbos Suporte Microfone Sem Fio Rosca Metal Reforçado Preto - 	1 kit
Pedestal Suporte Microfone Girafa C/ Cachimbo Com Regulagem Cor Preto - 	1
Baquetas De Xilofone Profissionais Baquetas De Amarelo - 	5 pares
Ovinhos Coloridos Ganzás De Percussão Musical Instrumento- 	1 kit
Ganza Torelli Alumínio Polido 160 X 48 Mm Tg550 Profissional- 	5
Maracás De Madeira Musical Infantil Chocalho Para Bebe - 	5
Caxixi Instrumento De Percussão Para Berimbau Capoeira - 	5",117153,COMPRAS,Resolvido,"R$ 5.735,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,Readequação do banheiro Casarão -GSFG,"112448 - ticket cancelado, serviço seguiu por fora",MANUTENÇÃO,Resolvido,"R$ 15.180,00",SIM,SIM,
QI VALQUEIRE,CMEF,Ambientação da unidade Valqueire,127421,COMPRAS,Resolvido,"R$ 52.851,92",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,UNIDADE,"Laboratório - Demolição de parede em drywall entre a sala 1 e 2 - m2	15,587
Laboratório - Demolição de parede em alvenaria sala 1 - m2	7,55
Laboratório - assentamento de bancada dupla com serviço de hdraulica	1
Laboratório - assentamento de pastilha - m2	34,23
Laboratório - assentamento de janela	1
Brinquedoteca - Demolição de parede em alvenaria - m2	5,95
Brinquedoteca - assentamento de janela	1
Laboratório - reposicionamento do ar condicionado	1
Laboratório - reposicionamento da iluminação elétrica	1",127559,COMPRAS,Cancelado,,,,
CUBO ASSUNÇÃO,ARQUITETURA,Compra e Aplicação de Adesivos/Gigantografia para Colégio Cubo,128043,COMPRAS,Resolvido,"R$ 40.000,00",SIM,SIM,
CUBO BOTAFOGO,MANUTENÇÃO,"jardim vertical, igual ao que foi feito na Sá Pereira",95856,COMPRAS,Resolvido,"R$ 9.650,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,"mural com medida 1,30x0,80",112000,COMPRAS,Resolvido,"R$ 547,00",SIM,SIM,
UNIFICADO RAMIRO,MANUTENÇÃO,Retirada de pedra de granito,122339,COMPRAS,Resolvido,"R$ 1.890,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,Confecção de Futmesa,128671,COMPRAS,Resolvido,"R$ 3.573,80",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,Reparo telhado da quadra que esta com pontos de vazamento,72711,COMPRAS,Resolvido,"R$ 58.860,00",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,Reparo telhado na area da cantina que esta com pontos de vazamento,72715,COMPRAS,Resolvido,"R$ 15.600,00",SIM,SIM,
SAP,UNIDADE,"Bolas de iniciação - 10
Bolas de futebol - 	14
Bolas de futsal - 	3
Bolas grandes (recreação) - 	2
Bolas de vôlei- 	14
Bomba de ar- 	2
Agulha (bomba de ar)- 	2
Conjunto barra de atletismo- 	2
Dardos de iniciação- 	2
Cronometro digital- 	2
Kit 2 Raquete Tênis De Mesa Ping Pong Lisa Com Rede Retrátil - 	1
Kit Bola P/ Tênis De Mesa Ping - 	1",114916,COMPRAS,Em Andamento,"R$ 4.289,00",SIM,SIM,
SARAH DAWSEY TIJUCA,ARQUITETURA,EXECUÇÃO DE PROGRAMAÇÃO VISUAL,128520,COMPRAS,Cancelado,,,,
MATRIZ MADUREIRA,UNIDADE,"Rede de Vôlei	1
Redes para Gols	1 (o par)",128403,COMPRAS,Resolvido,"R$ 900,00",SIM,SIM,
MATRIZ NOVA IGUAÇU,UNIDADE,Gaveteiros Brancos	2,129090,COMPRAS,Resolvido,"R$ 953,00",SIM,SIM,
SAP,MANUTENÇÃO,Instalacao de forro com estrutura e luminarias sala de música,128917,COMPRAS,Resolvido,"R$ 12.700,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,ARMARIOS MULTIUSO COM CHAVE E DUAS PORTAS	5,126437,COMPRAS,Resolvido,"R$ 3.067,50",SIM,SIM,
MATRIZ ROCHA MIRANDA,UNIDADE,Ar Condicionado split,130225,COMPRAS,Cancelado,,,,
MATRIZ MADUREIRA,UNIDADE,"Cadeiras Verdes - Atendimento	17 Unidades
Conjunto de Plástico Preto - 1 Mesa e 4 Cadeiras	10 Jogos",129392,COMPRAS,Resolvido,"R$ 1.869,90",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Material para adequação e instalação dos Ar condicionados do auditório prédio A Alpha,117037,COMPRAS,Resolvido,"R$ 5.559,01",SIM,SIM,
MATRIZ NOVA IGUAÇU,UNIDADE,"SECRETARIA - Logo na parede atrás do atendimento	1
SALA DOS PROFESSORES - 3º ANDAR - Adesivação da porta com adesivo que não dê visualização de fora pra dentro da sala	1
HALL DO ELEVADOR- Confecção do Mural de Alunos Aprovados	1
SECRETARIA - Troca do adesivo do período da pandemia	1
FACHADA - Renovação da logo da fachada da unidade	1
MURO EXTERNO - Troca dos adesivos do muro da unidade	1
OORDENAÇÃO - Troca do adesivo da janela da coordenação que não dê visualização de fora pra dentro	1",129859,COMPRAS,Resolvido,"R$ 11.000,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,"CD ferro sobrepor 28 disjuntores DIM p/150A	1
Disjuntor de 3x 150A cx moldada	1
disjuntores 3x 100 A	1
disjuntor 3x 80A	1
Disjuntor 3 x 30A	1
disjuntor 3 x 40A	2
disjuntor 2x25 A	1
disjuntor 2x 40 A	1
tomada industrial Steck 3p+t 16A sobrepor	1
kit barramento para 28 disjuntores DIM	1
Haste terra 1'5 MTS 3/8	1
caixa de inspeção 30 cm	1
conector pra haste 3/8	1
cabo 16mm PVC VD	5 metros",129243,COMPRAS,Resolvido,"R$ 1.819,31",SIM,SIM,
MATRIZ TAQUARA,UNIDADE,Bebedouro Industrial 100 Litros Inox 3 torneira gelada,129298,COMPRAS,Resolvido,"R$ 2.690,00",SIM,SIM,
QI BOTAFOGO,COMPRAS,tinta mache semi brilho 18l	8,129510,COMPRAS,Resolvido,"R$ 5.279,92",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,persiana para sala mundo,129309,COMPRAS,Resolvido,"R$ 1.700,00",SIM,SIM,
QI VALQUEIRE,CMEF,Ambientação da unidade Valqueire,127421,COMPRAS,Resolvido,"R$ 52.851,92",SIM,SIM,
EXPANSÃO MATRIZ BANGU,CMEF,Ambientação da expansão de Bangu,128137,COMPRAS,Resolvido,"R$ 60.000,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,"Cadeira Estudantil armação cinza, assento e encosto azul com mesa em formato de trapezio na cor cinza e fita azul escuro (Fundamental 1 - 1° ano) Alfabetização - trabalho em ilhas - CJA04	14",132180,COMPRAS,Resolvido,"R$ 1.596,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,Comunicação visual fachada global,132099,COMPRAS,Resolvido,"R$ 45.000,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,"Mural de avisos 1,50 x 1,05	3",131597,COMPRAS,Resolvido,"R$ 1.500,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,"CD PVC sobrepor para 9 disjuntores DIM	1
barrasEletroduto PVC de 1 polegada cinza	4
curvas de PVC cinza 1 pegada sem rosca	6
luvas PVC cinza de 1 polegada	6
abraçadeira de PVC cinza 1	8
cabo NAX flexível 16mm	120 metros
fita isolante azul de 10 metros	1
fita isolante Vermelho de 10 metros	1
fita isolante verde de 10 metros	1
fita isolante branca de 10 metros	1
disjuntores 2x 32 DIM	3
disjuntor 3 x 50 A	1
barramento pente trifásico 63A	30 cm
term. Pino pra cabo 16mm	10
cabo PP 3 x6mm	30 metros",130508,COMPRAS,Resolvido,"R$ 2.804,00",SIM,SIM,
QI METROPOLITANO,MANUTENÇÃO,Pintura da Quadra Poliesportiva,128368,COMPRAS,Resolvido,"R$ 28.980,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,Fachada cubo,132097,COMPRAS,Resolvido,"R$ 55.000,00",SIM,SIM,
